ticker,mktshare,ipo_date
600605.SH,"14,73,44,592.00",3/27/1992
600606.SH,"12,16,81,54,385.00",3/27/1992
600608.SH,"32,88,61,441.00",3/27/1992
600609.SH,"1,09,26,67,132.00",7/24/1992
600610.SH,"1,07,12,74,605.00",08-05-1992
600611.SH,"1,57,60,81,909.00",08-07-1992
600612.SH,"52,31,17,764.00",8/14/1992
600613.SH,"53,40,71,628.00",8/20/1992
600614.SH,"1,53,21,56,732.00",8/28/1992
600615.SH,"18,80,20,508.00",09-10-1992
600616.SH,"51,46,19,192.00",9/29/1992
600617.SH,"1,00,81,63,692.00",10/13/1992
600618.SH,"1,15,63,99,976.00",11/13/1992
600619.SH,"81,90,95,466.00",11/16/1992
600620.SH,"45,77,84,742.00",11/17/1992
600621.SH,"52,40,82,351.00",12-02-1992
600622.SH,"51,43,03,802.00",12-03-1992
600623.SH,"1,83,02,52,707.00",12-04-1992
600624.SH,"52,67,01,546.00",01-05-1993
600626.SH,"71,02,42,816.00",01-07-1993
600628.SH,"53,17,99,270.00",1/19/1993
600629.SH,"35,90,60,190.00",02-09-1993
600630.SH,"42,48,61,597.00",02-09-1993
600633.SH,"1,18,82,87,590.00",03-04-1993
600634.SH,"57,57,32,081.00",03-04-1993
600635.SH,"2,46,73,04,675.00",03-04-1993
600636.SH,"44,69,41,905.00",3/16/1993
600637.SH,"2,62,65,38,616.00",3/16/1993
600638.SH,"56,11,63,988.00",3/26/1993
600639.SH,"1,12,24,12,893.00",3/26/1993
600640.SH,"53,53,64,544.00",04-07-1993
600641.SH,"80,61,58,748.00",04-07-1993
600642.SH,"4,55,20,38,316.00",4/16/1993
600643.SH,"1,43,71,39,844.00",4/26/1993
600644.SH,"53,84,00,659.00",4/26/1993
600645.SH,"38,62,55,314.00",05-04-1993
600647.SH,"13,91,43,550.00",05-04-1993
600648.SH,"1,13,53,49,124.00",05-04-1993
600649.SH,"2,98,75,23,518.00",5/18/1993
600650.SH,"55,16,10,107.00",06-07-1993
600651.SH,"98,52,20,002.00",12/19/1990
600652.SH,"83,27,03,498.00",12/19/1990
600653.SH,"1,74,63,80,317.00",12/19/1990
600654.SH,"1,28,30,20,992.00",12/19/1990
600655.SH,"1,43,73,21,976.00",09-02-1992
600656.SH,"19,03,43,678.00",12/19/1990
600657.SH,"1,52,42,60,442.00",5/24/1993
600658.SH,"58,00,97,402.00",5/24/1993
600660.SH,"2,50,86,17,532.00",06-10-1993
600661.SH,"25,90,76,526.00",6/14/1993
600662.SH,"1,05,33,62,191.00",6/14/1993
600663.SH,"1,86,76,84,000.00",6/28/1993
600664.SH,"1,91,74,83,289.00",6/29/1993
600665.SH,"86,41,22,521.00",07-09-1993
600666.SH,"76,70,78,900.00",07-12-1993
600667.SH,"1,19,12,74,272.00",7/28/1993
600668.SH,"34,40,83,828.00",7/28/1993
600671.SH,"12,17,78,885.00",8/23/1993
600673.SH,"2,46,88,73,909.00",9/17/1993
600674.SH,"4,40,21,40,480.00",9/24/1993
600675.SH,"1,86,70,59,398.00",9/24/1993
600676.SH,"86,23,73,924.00",9/28/1993
600677.SH,"41,64,28,086.00",9/28/1993
600678.SH,"34,89,90,000.00",10-08-1993
600679.SH,"35,36,19,662.00",10-08-1993
600680.SH,"38,22,25,337.00",10/18/1993
600681.SH,"25,14,77,550.00",10/18/1993
600682.SH,"81,83,97,755.00",10/18/1993
600683.SH,"74,07,77,597.00",10/25/1993
600684.SH,"71,12,17,269.00",10/28/1993
600685.SH,"1,41,35,06,378.00",10/28/1993
600686.SH,"60,67,38,511.00",11-08-1993
600687.SH,"1,07,85,39,429.00",11-08-1993
600688.SH,"10,80,00,00,000.00",11-08-1993
600689.SH,"20,09,91,343.00",11-08-1993
600690.SH,"6,12,31,54,268.00",11/19/1993
600691.SH,"1,75,67,86,906.00",11/19/1993
600692.SH,"35,17,64,064.00",11/19/1993
600693.SH,"44,91,14,574.00",11/22/1993
600694.SH,"29,37,18,653.00",11/22/1993
600695.SH,"71,32,00,000.00",11/22/1993
600696.SH,"34,05,65,550.00",12-06-1993
600697.SH,"15,90,88,075.00",12-06-1993
600698.SH,"97,18,17,440.00",12-06-1993
600699.SH,"68,93,69,800.00",12-06-1993
600701.SH,"49,87,81,936.00",5/28/1996
600702.SH,"33,73,00,000.00",5/24/1996
600703.SH,"2,39,30,84,883.00",5/28/1996
600704.SH,"99,59,95,186.00",06-06-1996
600705.SH,"3,73,26,98,442.00",5/16/1996
600706.SH,"17,95,09,675.00",5/16/1996
600707.SH,"73,67,57,688.00",5/20/1996
600708.SH,"1,08,06,99,386.00",06-06-1996
600710.SH,"64,02,84,000.00",07-01-1996
600711.SH,"1,49,70,52,305.00",5/31/1996
600712.SH,"54,46,55,360.00",6/26/1996
600713.SH,"89,74,25,598.00",07-01-1996
600714.SH,"28,81,76,273.00",06-06-1996
600715.SH,"82,45,64,500.00",07-01-1996
600716.SH,"74,06,00,634.00",07-02-1996
600717.SH,"1,67,47,69,120.00",6/14/1996
600718.SH,"1,22,75,94,245.00",6/18/1996
600719.SH,"20,22,99,800.00",7/16/1996
600720.SH,"77,62,90,282.00",7/16/1996
600721.SH,"24,85,24,307.00",6/26/1996
600722.SH,"68,03,19,676.00",6/26/1996
600723.SH,"65,84,07,554.00",7/16/1996
600724.SH,"1,44,52,41,071.00",7/16/1996
600725.SH,"61,62,35,000.00",07-02-1996
600726.SH,"1,96,66,75,153.00",07-01-1996
600727.SH,"35,09,86,607.00",07-02-1996
600728.SH,"49,97,66,874.00",7/16/1996
600729.SH,"40,65,28,465.00",07-02-1996
600730.SH,"29,33,28,001.00",7/26/1996
600731.SH,"32,73,14,098.00",08-02-1996
600732.SH,"44,63,83,080.00",8/16/1996
600733.SH,"19,75,86,000.00",8/16/1996
600734.SH,"35,15,58,394.00",08-08-1996
600735.SH,"37,59,92,296.00",7/26/1996
600736.SH,"1,19,42,92,932.00",8/15/1996
600737.SH,"2,05,18,76,155.00",7/31/1996
600738.SH,"36,88,67,627.00",08-02-1996
600739.SH,"1,52,97,09,816.00",8/19/1996
600740.SH,"76,57,00,000.00",08-08-1996
600741.SH,"2,58,32,00,175.00",8/26/1996
600742.SH,"21,15,23,400.00",8/26/1996
600743.SH,"1,81,76,61,006.00",09-09-1996
600744.SH,"1,78,11,24,274.00",09-05-1996
600745.SH,"48,33,20,350.00",8/28/1996
600746.SH,"30,64,21,452.00",9/18/1996
600747.SH,"1,46,43,28,399.00",9/16/1996
600748.SH,"1,08,33,70,873.00",9/25/1996
600749.SH,"18,91,37,931.00",10/15/1996
600750.SH,"30,00,00,000.00",9/23/1996
600751.SH,"2,89,93,37,783.00",09-09-1996
600753.SH,"12,80,00,000.00",9/27/1996
600754.SH,"80,45,17,740.00",10-11-1996
600755.SH,"1,66,44,70,022.00",10-03-1996
600756.SH,"27,87,47,280.00",9/23/1996
600757.SH,"1,21,36,50,273.00",10-03-1996
600758.SH,"20,76,81,760.00",10/29/1996
600759.SH,"2,26,35,07,518.00",10-08-1996
600760.SH,"34,49,40,390.00",10-11-1996
600761.SH,"61,68,17,335.00",10-09-1996
600763.SH,"16,03,20,000.00",10/30/1996
600764.SH,"32,97,26,984.00",11-04-1996
600765.SH,"77,80,03,200.00",11-06-1996
600766.SH,"22,42,26,822.00",10/28/1996
600767.SH,"34,10,10,182.00",11/15/1996
600768.SH,"13,37,47,200.00",11-11-1996
600769.SH,"37,49,77,200.00",11-01-1996
600770.SH,"1,30,00,00,000.00",11/20/1996
600771.SH,"27,78,08,438.00",11-05-1996
600773.SH,"72,92,13,663.00",11-08-1996
600774.SH,"17,45,75,386.00",11-08-1996
600775.SH,"91,38,38,529.00",11/18/1996
600776.SH,"1,25,60,00,064.00",11/26/1996
600777.SH,"62,54,23,279.00",11/21/1996
600778.SH,"31,14,91,352.00",12-03-1996
600779.SH,"48,85,45,698.00",12-06-1996
600780.SH,"1,14,65,02,523.00",12-05-1996
600781.SH,"17,75,92,864.00",12/18/1996
600782.SH,"1,39,34,48,106.00",12/25/1996
600783.SH,"74,43,59,294.00",12/25/1996
600784.SH,"56,81,77,846.00",12/25/1996
600785.SH,"22,56,31,280.00",01-08-1997
600787.SH,"1,85,98,28,384.00",1/21/1997
600789.SH,"58,15,75,475.00",2/26/1997
600790.SH,"1,04,69,93,520.00",2/28/1997
600791.SH,"45,28,80,000.00",1/30/1997
600792.SH,"98,99,23,600.00",1/23/1997
600793.SH,"10,53,00,000.00",2/20/1997
600794.SH,"1,19,15,74,157.00",03-06-1997
600795.SH,"19,65,03,97,845.00",3/18/1997
600796.SH,"30,14,02,144.00",04-08-1997
600797.SH,"82,17,11,995.00",4/18/1997
600798.SH,"1,03,08,50,948.00",4/23/1997
600800.SH,"61,12,71,047.00",12-06-1993
600801.SH,"1,49,75,71,325.00",01-03-1994
600802.SH,"38,18,73,666.00",01-03-1994
600803.SH,"98,57,85,043.00",01-03-1994
600804.SH,"1,40,04,54,049.00",01-03-1994
600805.SH,"85,08,94,494.00",01-03-1994
600806.SH,"53,10,81,103.00",01-03-1994
600807.SH,"85,66,34,731.00",01-03-1994
600808.SH,"7,70,06,81,186.00",01-06-1994
600809.SH,"86,58,48,266.00",01-06-1994
600810.SH,"44,22,80,000.00",01-06-1994
600811.SH,"1,66,68,05,374.00",01-06-1994
600812.SH,"1,63,08,04,729.00",1/14/1994
600814.SH,"71,50,26,758.00",1/14/1994
600815.SH,"95,89,69,989.00",1/28/1994
600816.SH,"1,76,98,89,828.00",1/28/1994
600817.SH,"16,09,10,082.00",1/28/1994
600818.SH,"32,14,47,910.00",1/28/1994
600819.SH,"93,49,16,069.00",1/28/1994
600820.SH,"3,14,40,96,094.00",1/28/1994
600821.SH,"41,62,68,225.00",1/28/1994
600822.SH,"49,59,72,914.00",02-04-1994
600823.SH,"1,76,21,93,007.00",02-04-1994
600824.SH,"1,05,40,27,073.00",02-04-1994
600825.SH,"1,04,48,87,850.00",02-04-1994
600826.SH,"42,06,42,288.00",02-04-1994
600827.SH,"1,72,24,95,752.00",02-04-1994
600828.SH,"57,04,39,657.00",2/24/1994
600829.SH,"57,98,88,597.00",2/24/1994
600830.SH,"45,43,22,747.00",2/24/1994
600831.SH,"56,34,38,537.00",2/24/1994
600833.SH,"22,30,86,347.00",2/24/1994
600834.SH,"47,73,81,905.00",2/24/1994
600835.SH,"1,02,27,39,308.00",2/24/1994
600836.SH,"33,13,76,536.00",2/24/1994
600837.SH,"11,50,17,00,000.00",2/24/1994
600838.SH,"40,08,81,981.00",2/24/1994
600839.SH,"4,61,62,44,222.00",03-11-1994
600841.SH,"86,66,89,830.00",03-11-1994
600843.SH,"54,85,89,600.00",03-11-1994
600844.SH,"77,86,20,618.00",03-11-1994
600845.SH,"36,41,31,576.00",03-11-1994
600846.SH,"62,47,61,516.00",03-11-1994
600847.SH,"15,80,33,400.00",3/24/1994
600848.SH,"77,57,27,640.00",3/24/1994
600850.SH,"32,17,44,887.00",3/24/1994
600851.SH,"1,20,70,56,692.00",04-04-1994
600853.SH,"53,68,07,658.00",04-04-1994
600854.SH,"51,94,58,538.00",4/25/1994
600855.SH,"33,16,17,425.00",4/25/1994
600856.SH,"56,71,65,575.00",4/25/1994
600857.SH,"22,43,19,919.00",4/25/1994
600858.SH,"52,00,66,589.00",05-06-1994
600859.SH,"46,27,68,088.00",05-06-1994
600860.SH,"42,20,00,000.00",05-06-1994
600861.SH,"31,68,04,949.00",5/20/1994
600862.SH,"63,79,28,488.00",5/20/1994
600863.SH,"5,80,77,45,000.00",5/20/1994
600864.SH,"54,63,78,196.00",08-09-1994
600865.SH,"37,62,40,316.00",08-09-1994
600866.SH,"64,53,93,465.00",8/18/1994
600867.SH,"1,13,58,31,101.00",8/24/1994
600868.SH,"1,89,81,48,679.00",09-12-1994
600869.SH,"99,00,43,368.00",02-06-1995
600870.SH,"52,31,99,665.00",2/28/1995
600871.SH,"14,14,26,60,995.00",04-11-1995
600872.SH,"79,66,37,194.00",1/24/1995
600873.SH,"3,10,82,26,603.00",2/17/1995
600874.SH,"1,42,72,28,430.00",6/30/1995
600875.SH,"2,33,69,00,368.00",10-10-1995
600876.SH,"50,00,18,242.00",10/31/1995
600877.SH,"68,72,82,040.00",10/13/1995
600879.SH,"1,03,95,37,037.00",11/15/1995
600880.SH,"1,09,33,32,092.00",11/15/1995
600881.SH,"2,59,99,45,737.00",11/15/1995
600882.SH,"39,92,38,045.00",12-06-1995
600883.SH,"23,60,88,000.00",12-08-1995
600884.SH,"41,08,58,247.00",1/30/1996
600885.SH,"53,19,72,537.00",02-05-1996
600886.SH,"6,78,60,23,347.00",1/18/1996
600887.SH,"6,12,87,42,066.00",03-12-1996
600888.SH,"64,12,25,872.00",2/15/1996
600889.SH,"30,70,69,284.00",03-08-1996
600890.SH,"57,91,94,925.00",3/18/1996
600891.SH,"32,55,28,945.00",3/25/1996
600892.SH,"6,31,25,000.00",3/15/1996
600893.SH,"1,94,87,18,750.00",04-08-1996
600894.SH,"85,99,46,895.00",3/28/1996
600895.SH,"1,54,86,89,550.00",4/22/1996
600896.SH,"58,13,15,773.00",05-03-1996
600897.SH,"29,78,10,000.00",5/31/1996
600898.SH,"25,25,23,820.00",4/18/1996
600900.SH,"16,50,00,00,000.00",11/18/2003
600917.SH,"1,55,60,00,000.00",9/30/2014
600958.SH,"5,28,17,42,921.00",3/23/2015
600959.SH,"2,98,80,99,845.00",4/28/2015
600960.SH,"52,47,19,390.00",04-07-2004
600961.SH,"52,74,57,914.00",8/30/2004
600962.SH,"26,22,10,000.00",6/22/2004
600963.SH,"1,04,31,59,148.00",5/25/2004
600965.SH,"81,87,00,955.00",7/13/2004
600966.SH,"1,33,68,44,288.00",06-08-2004
600967.SH,"82,28,27,999.00",5/18/2004
600969.SH,"26,43,21,774.00",04-08-2004
600970.SH,"1,09,32,97,260.00",04-12-2005
600971.SH,"1,00,00,04,070.00",8/17/2004
600973.SH,"41,43,70,957.00",08-02-2004
600975.SH,"32,63,37,792.00",06-09-2004
600976.SH,"15,33,98,600.00",4/19/2004
600978.SH,"1,48,28,70,004.00",8/24/2004
600979.SH,"71,78,92,146.00",09-06-2004
600980.SH,"13,00,00,000.00",05-12-2004
600981.SH,"51,61,06,500.00",6/30/2004
600982.SH,"74,69,30,000.00",07-06-2004
600983.SH,"76,64,39,000.00",7/27/2004
600984.SH,"54,88,14,065.00",07-07-2004
600985.SH,"26,28,54,744.00",4/28/2004
600986.SH,"86,88,86,423.00",4/26/2004
600987.SH,"63,53,10,000.00",08-09-2004
600988.SH,"71,31,90,748.00",4/14/2004
600990.SH,"13,67,02,040.00",05-10-2004
600992.SH,"24,50,90,000.00",5/14/2004
600993.SH,"43,10,53,891.00",5/17/2004
600995.SH,"47,85,26,400.00",6/15/2004
600997.SH,"1,23,46,40,000.00",06-02-2004
600998.SH,"1,64,70,09,434.00",11-02-2010
600999.SH,"5,80,81,35,529.00",11/17/2009
601000.SH,"2,24,84,38,460.00",07-05-2010
601001.SH,"1,67,37,00,000.00",6/23/2006
601002.SH,"79,26,90,000.00",1/26/2007
601003.SH,"2,56,27,93,200.00",2/27/2007
601005.SH,"4,43,60,22,580.00",2/28/2007
601006.SH,"14,86,67,91,491.00",08-01-2006
601007.SH,"30,00,00,000.00",04-06-2007
601008.SH,"1,01,52,15,101.00",4/26/2007
601009.SH,"3,36,59,55,526.00",7/19/2007
601010.SH,"1,84,80,00,000.00",06-03-2011
601011.SH,"1,36,75,00,000.00",03-09-2011
601012.SH,"1,77,14,93,475.00",04-11-2012
601015.SH,"62,00,00,000.00",11-05-2014
601016.SH,"1,77,77,80,000.00",9/29/2014
601018.SH,"12,80,00,00,000.00",9/28/2010
601021.SH,"40,00,00,000.00",1/21/2015
601028.SH,"78,62,37,760.00",11-07-2011
601038.SH,"99,59,00,000.00",08-08-2012
601058.SH,"1,04,26,98,734.00",6/30/2011
601069.SH,"63,60,00,000.00",1/22/2015
601088.SH,"19,88,96,20,455.00",10-09-2007
601098.SH,"1,79,60,00,000.00",10/28/2010
601099.SH,"3,53,04,67,026.00",12/28/2007
601100.SH,"63,00,00,000.00",10/28/2011
601101.SH,"1,19,99,98,272.00",3/31/2010
601106.SH,"6,53,80,00,000.00",02-09-2010
601107.SH,"3,05,80,60,000.00",7/27/2009
601111.SH,"13,08,47,51,004.00",8/18/2006
601113.SH,"83,30,50,000.00",05-09-2011
601116.SH,"41,07,58,800.00",03-02-2011
601117.SH,"4,93,30,00,000.00",01-07-2010
601118.SH,"3,93,11,71,600.00",01-07-2011
601126.SH,"40,65,86,000.00",12/31/2010
601137.SH,"21,50,00,000.00",1/27/2011
601139.SH,"2,17,80,25,146.00",12/25/2009
601158.SH,"4,80,00,00,000.00",3/29/2010
601166.SH,"19,05,23,36,751.00",02-05-2007
601168.SH,"2,38,30,00,000.00",07-12-2007
601169.SH,"12,67,22,29,737.00",9/19/2007
601177.SH,"40,00,60,000.00",10-11-2010
601179.SH,"5,12,58,82,352.00",1/28/2010
601186.SH,"13,57,95,41,500.00",03-10-2008
601188.SH,"1,31,58,78,571.00",3/19/2010
601198.SH,"2,50,40,00,000.00",2/26/2015
601199.SH,"23,38,00,000.00",3/17/2011
601208.SH,"61,57,60,000.00",5/20/2011
601211.SH,"7,62,50,00,000.00",6/26/2015
601216.SH,"3,68,64,00,000.00",2/22/2011
601218.SH,"99,17,60,000.00",05-06-2011
601222.SH,"40,66,01,571.00",08-08-2011
601225.SH,"10,00,00,00,000.00",1/28/2014
601226.SH,"1,15,50,00,000.00",12-11-2014
601231.SH,"2,17,59,23,580.00",2/20/2012
601233.SH,"96,36,00,000.00",5/18/2011
601238.SH,"6,43,50,20,097.00",3/29/2012
601258.SH,"6,48,01,13,402.00",4/28/2011
601288.SH,"3,24,79,41,17,000.00",7/15/2010
601311.SH,"85,16,35,750.00",06-02-2011
601313.SH,"40,04,06,571.00",1/16/2012
601318.SH,"18,28,02,41,410.00",03-01-2007
601328.SH,"74,26,27,26,645.00",5/15/2007
601333.SH,"7,08,35,37,000.00",12/22/2006
601336.SH,"3,11,95,46,600.00",12/16/2011
601339.SH,"1,50,00,00,000.00",06-12-2012
601368.SH,"73,58,10,898.00",06-12-2015
601369.SH,"1,63,87,70,233.00",4/28/2010
601377.SH,"5,20,00,00,000.00",10/13/2010
601388.SH,"53,30,00,000.00",4/23/2012
601390.SH,"22,84,43,01,543.00",12-03-2007
601398.SH,"3,56,40,62,57,089.00",10/27/2006
601515.SH,"1,11,20,00,000.00",2/16/2012
601518.SH,"1,21,32,00,000.00",3/19/2010
601519.SH,"1,98,77,00,000.00",1/28/2011
601555.SH,"2,70,00,00,000.00",12-12-2011
601558.SH,"6,03,06,00,000.00",1/13/2011
601566.SH,"57,46,37,150.00",5/30/2011
601567.SH,"1,19,85,98,250.00",6/15/2011
601579.SH,"40,00,00,000.00",8/25/2014
601588.SH,"3,36,70,20,000.00",10/16/2006
601599.SH,"37,74,27,123.00",5/27/2011
601600.SH,"14,90,37,98,236.00",4/30/2007
601601.SH,"9,06,20,00,000.00",12/25/2007
601607.SH,"2,68,89,10,538.00",3/24/1994
601608.SH,"4,11,00,00,000.00",07-06-2012
601616.SH,"93,33,00,750.00",02-01-2011
601618.SH,"19,11,00,00,000.00",9/21/2009
601628.SH,"28,26,47,05,000.00",01-09-2007
601633.SH,"3,04,24,23,000.00",9/28/2011
601636.SH,"2,52,54,29,500.00",08-12-2011
601666.SH,"2,36,11,64,982.00",11/23/2006
601668.SH,"30,00,00,00,000.00",7/29/2009
601669.SH,"13,75,46,33,484.00",10/18/2011
601677.SH,"41,77,56,000.00",9/19/2011
601678.SH,"99,00,00,000.00",2/23/2010
601688.SH,"7,16,27,68,800.00",2/26/2010
601689.SH,"64,91,00,000.00",3/19/2015
601699.SH,"2,99,14,09,200.00",9/22/2006
601700.SH,"1,13,33,62,500.00",1/18/2011
601717.SH,"1,62,11,22,000.00",08-03-2010
601718.SH,"3,85,70,00,000.00",8/16/2010
601727.SH,"12,82,38,88,523.00",12-05-2008
601766.SH,"27,28,87,58,333.00",8/18/2008
601777.SH,"1,25,63,53,379.00",11/25/2010
601788.SH,"3,90,66,98,839.00",8/18/2009
601789.SH,"48,80,40,000.00",8/16/2011
601798.SH,"35,45,28,198.00",6/22/2011
601799.SH,"23,96,50,000.00",02-01-2011
601800.SH,"16,17,47,35,425.00",03-09-2012
601801.SH,"91,00,00,000.00",1/18/2010
601808.SH,"4,77,15,92,000.00",9/28/2007
601818.SH,"46,67,90,95,000.00",8/18/2010
601857.SH,"1,83,02,09,77,818.00",11-05-2007
601866.SH,"11,68,31,25,000.00",12-12-2007
601872.SH,"5,29,94,58,112.00",12-01-2006
601877.SH,"1,31,49,06,385.00",1/21/2010
601880.SH,"4,42,60,00,000.00",12-06-2010
601886.SH,"1,15,40,50,000.00",8/18/2011
601888.SH,"97,62,37,772.00",10/15/2009
601890.SH,"95,94,00,000.00",12/28/2010
601898.SH,"13,25,86,63,400.00",02-01-2008
601899.SH,"21,57,28,13,650.00",4/25/2008
601901.SH,"8,23,21,01,395.00",08-10-2011
601908.SH,"1,71,95,40,544.00",09-08-2011
601918.SH,"2,59,05,41,800.00",12/19/2007
601919.SH,"10,21,62,74,357.00",6/26/2007
601928.SH,"2,54,49,00,000.00",11/30/2011
601929.SH,"1,55,54,00,596.00",2/23/2012
601933.SH,"4,06,75,36,108.00",12/15/2010
601939.SH,"2,50,01,09,77,486.00",9/25/2007
601958.SH,"3,22,66,04,400.00",4/17/2008
601965.SH,"96,11,79,867.00",06-11-2012
601968.SH,"83,33,33,300.00",06-11-2015
601969.SH,"1,86,66,70,000.00",12-09-2014
601985.SH,"15,56,54,30,000.00",06-10-2015
601988.SH,"2,94,38,77,91,241.00",07-05-2006
601989.SH,"18,36,16,65,066.00",12/16/2009
601991.SH,"13,31,00,37,578.00",12/20/2006
601992.SH,"4,78,46,40,284.00",03-01-2011
601996.SH,"46,89,12,000.00",9/29/2011
601998.SH,"46,78,73,27,034.00",4/27/2007
601999.SH,"55,09,14,700.00",12/21/2007
603000.SH,"1,10,56,91,056.00",4/27/2012
603001.SH,"40,09,80,000.00",4/26/2012
603002.SH,"40,00,00,000.00",5/18/2012
603003.SH,"20,20,00,000.00",8/17/2012
603005.SH,"22,66,96,955.00",02-10-2014
603006.SH,"8,00,00,000.00",6/30/2014
603008.SH,"31,50,00,000.00",7/17/2012
603009.SH,"10,66,70,000.00",7/18/2014
603010.SH,"10,00,00,000.00",10-10-2014
603011.SH,"17,95,00,000.00",11-07-2014
603012.SH,"31,82,80,000.00",3/20/2015
603015.SH,"20,01,00,000.00",03-03-2015
603017.SH,"12,23,40,000.00",12/31/2014
603018.SH,"10,40,00,000.00",10/13/2014
603019.SH,"30,00,00,000.00",11-06-2014
603020.SH,"16,00,00,000.00",3/25/2015
603021.SH,"10,54,00,000.00",4/23/2015
603022.SH,"8,00,00,000.00",5/18/2015
603023.SH,"12,00,00,000.00",5/27/2015
603025.SH,"44,70,00,000.00",4/22/2015
603026.SH,"20,26,80,000.00",5/29/2015
603030.SH,"16,00,00,000.00",3/20/2015
603066.SH,"10,00,00,000.00",06-11-2015
603077.SH,"3,31,22,38,578.00",7/31/2012
603085.SH,"10,00,00,000.00",6/30/2015
603088.SH,"8,00,00,000.00",11-11-2014
603099.SH,"26,66,70,000.00",8/22/2014
603100.SH,"39,50,00,000.00",08-05-2014
603108.SH,"9,41,26,316.00",5/27/2015
603111.SH,"29,53,53,300.00",08-01-2014
603116.SH,"40,88,00,000.00",6/29/2015
603117.SH,"41,05,00,000.00",6/29/2015
603118.SH,"30,00,00,000.00",2/25/2015
603123.SH,"52,41,44,222.00",05-03-2012
603126.SH,"61,05,00,000.00",7/31/2014
603128.SH,"80,00,00,000.00",5/29/2012
603158.SH,"10,66,70,000.00",3/20/2015
603166.SH,"43,35,00,000.00",11/27/2014
603167.SH,"48,14,00,000.00",09-06-2012
603168.SH,"16,33,75,000.00",07-02-2014
603169.SH,"94,58,48,416.00",10-09-2014
603188.SH,"57,60,00,000.00",09-09-2014
603198.SH,"80,00,00,000.00",5/28/2015
603199.SH,"11,06,80,000.00",3/26/2015
603222.SH,"16,00,00,000.00",2/17/2015
603223.SH,"12,00,00,000.00",6/30/2015
603227.SH,"32,93,50,000.00",5/15/2015
603268.SH,"8,80,00,000.00",3/19/2015
603288.SH,"2,70,62,46,000.00",02-11-2014
603300.SH,"20,26,70,000.00",5/29/2015
603306.SH,"14,00,00,000.00",9/26/2014
603308.SH,"40,00,10,000.00",1/22/2014
603309.SH,"20,00,00,000.00",03-02-2015
603311.SH,"21,00,00,000.00",5/18/2015
603315.SH,"10,00,00,000.00",4/24/2015
603318.SH,"12,04,00,000.00",4/24/2015
603328.SH,"48,90,00,000.00",07-01-2014
603333.SH,"52,00,05,000.00",05-07-2012
603338.SH,"16,25,00,000.00",3/25/2015
603355.SH,"40,10,00,000.00",5/13/2015
603366.SH,"80,00,00,000.00",5/21/2012
603368.SH,"11,25,00,000.00",12-04-2014
603369.SH,"50,18,00,000.00",07-03-2014
603399.SH,"49,92,50,649.00",8/24/2012
603456.SH,"20,77,80,000.00",10-10-2014
603518.SH,"14,79,80,000.00",12-03-2014
603519.SH,"8,00,00,000.00",3/19/2015
603555.SH,"61,40,00,000.00",1/24/2014
603558.SH,"30,00,00,000.00",1/27/2015
603566.SH,"16,00,00,000.00",5/18/2015
603567.SH,"42,45,80,000.00",4/24/2015
603568.SH,"45,38,00,000.00",5/28/2015
603588.SH,"16,16,00,000.00",12/29/2014
603589.SH,"60,00,00,000.00",6/29/2015
603598.SH,"13,33,40,000.00",5/27/2015
603599.SH,"18,82,40,000.00",5/13/2015
603600.SH,"10,00,00,000.00",1/23/2015
603601.SH,"14,96,00,000.00",1/22/2015
603606.SH,"31,09,70,000.00",10/15/2014
603609.SH,"83,11,76,500.00",08-08-2014
603611.SH,"16,00,00,000.00",1/28/2015
603616.SH,"14,66,80,000.00",06-11-2015
603618.SH,"21,33,50,000.00",2/17/2015
603636.SH,"10,00,00,000.00",12/30/2014
603669.SH,"26,00,00,000.00",5/28/2015
603678.SH,"16,64,00,000.00",1/26/2015
603686.SH,"26,67,00,000.00",1/26/2015
603688.SH,"22,38,00,000.00",10/31/2014
603698.SH,"41,23,00,000.00",1/28/2015
603699.SH,"75,00,00,000.00",1/17/2014
603703.SH,"9,18,80,000.00",4/23/2015
603718.SH,"28,00,00,000.00",5/15/2015
603729.SH,"6,66,70,000.00",3/24/2015
603766.SH,"80,35,82,685.00",08-10-2012
603788.SH,"13,68,00,000.00",1/20/2015
603789.SH,"20,00,00,000.00",4/27/2015
603799.SH,"53,51,90,000.00",1/29/2015
603806.SH,"40,20,00,000.00",09-05-2014
603808.SH,"16,00,00,000.00",4/22/2015
603818.SH,"48,41,20,000.00",4/22/2015
603828.SH,"12,37,85,000.00",2/26/2015
603838.SH,"13,33,40,000.00",07-01-2015
603869.SH,"21,62,40,000.00",3/26/2015
603883.SH,"26,70,00,000.00",4/23/2015
603885.SH,"56,80,00,000.00",5/27/2015
603889.SH,"16,00,20,000.00",12/31/2014
603898.SH,"29,40,00,000.00",2/17/2015
603899.SH,"46,00,00,000.00",1/27/2015
603901.SH,"10,00,00,000.00",5/29/2015
603918.SH,"8,80,00,000.00",5/28/2015
603939.SH,"16,00,00,000.00",2/17/2015
603968.SH,"20,44,80,000.00",5/18/2015
603969.SH,"40,00,00,000.00",2/27/2015
603979.SH,"37,50,00,000.00",6/30/2015
603988.SH,"8,00,00,000.00",11-04-2014
603989.SH,"20,00,00,000.00",5/15/2015
603993.SH,"5,62,90,66,233.00",10-09-2012
603997.SH,"42,00,00,000.00",03-02-2015
603998.SH,"14,17,32,240.00",12-05-2014
