ticker,mktshare,ipo_date
002632.SZ,"29,58,60,516.00",11/22/2011
002633.SZ,"15,00,00,000.00",11/22/2011
002634.SZ,"12,80,56,271.00",12-05-2011
002635.SZ,"38,86,33,146.00",11/25/2011
002636.SZ,"72,80,00,000.00",11/25/2011
002637.SZ,"16,00,00,000.00",11/25/2011
002638.SZ,"37,46,70,000.00",11/25/2011
002639.SZ,"60,00,00,000.00",12-05-2011
002640.SZ,"63,54,04,605.00",12-08-2011
002641.SZ,"86,40,00,000.00",12-08-2011
002642.SZ,"39,92,25,707.00",12/20/2011
002643.SZ,"33,98,71,250.00",12/20/2011
002644.SZ,"51,06,57,000.00",12/22/2011
002645.SZ,"15,60,07,800.00",12/20/2011
002646.SZ,"45,00,00,000.00",12/22/2011
002647.SZ,"21,95,83,000.00",12/28/2011
002648.SZ,"80,50,87,000.00",12/28/2011
002649.SZ,"16,77,00,000.00",01-06-2012
002650.SZ,"1,15,20,00,000.00",01-06-2012
002651.SZ,"1,00,25,00,000.00",01-06-2012
002652.SZ,"32,00,40,000.00",1/19/2012
002653.SZ,"1,08,02,70,000.00",1/17/2012
002654.SZ,"24,20,60,000.00",2/17/2012
002655.SZ,"36,00,00,000.00",2/17/2012
002656.SZ,"20,00,00,000.00",2/28/2012
002657.SZ,"31,69,79,102.00",2/28/2012
002658.SZ,"60,48,80,320.00",03-09-2012
002659.SZ,"31,10,00,000.00",03-09-2012
002660.SZ,"27,73,41,300.00",3/16/2012
002661.SZ,"8,55,25,300.00",3/16/2012
002662.SZ,"75,00,00,000.00",03-09-2012
002663.SZ,"1,61,15,24,970.00",3/16/2012
002664.SZ,"40,00,20,000.00",3/16/2012
002665.SZ,"73,00,48,106.00",3/27/2012
002666.SZ,"75,43,29,268.00",3/27/2012
002667.SZ,"13,59,60,000.00",3/29/2012
002668.SZ,"16,53,50,000.00",4/16/2012
002669.SZ,"20,00,00,000.00",4/16/2012
002670.SZ,"20,00,00,000.00",4/16/2012
002671.SZ,"44,36,95,798.00",4/26/2012
002672.SZ,"86,95,17,102.00",4/26/2012
002673.SZ,"2,79,55,69,620.00",05-03-2012
002674.SZ,"24,24,78,000.00",05-07-2012
002675.SZ,"17,28,00,000.00",5/25/2012
002676.SZ,"16,00,00,000.00",5/25/2012
002677.SZ,"40,00,00,000.00",5/25/2012
002678.SZ,"95,60,00,000.00",5/30/2012
002679.SZ,"13,86,80,000.00",06-05-2012
002680.SZ,"13,60,00,000.00",06-05-2012
002681.SZ,"61,76,17,800.00",06-05-2012
002682.SZ,"26,85,93,228.00",06-12-2012
002683.SZ,"60,98,99,995.00",06-12-2012
002684.SZ,"27,75,34,400.00",06-12-2012
002685.SZ,"56,00,00,000.00",06-12-2012
002686.SZ,"40,80,15,000.00",07-03-2012
002687.SZ,"35,48,52,000.00",7/13/2012
002688.SZ,"21,78,40,000.00",7/13/2012
002689.SZ,"96,23,54,536.00",7/17/2012
002690.SZ,"67,60,00,000.00",7/31/2012
002691.SZ,"20,00,00,000.00",7/31/2012
002692.SZ,"32,64,30,000.00",08-08-2012
002693.SZ,"41,91,85,500.00",08-08-2012
002694.SZ,"34,56,00,000.00",8/16/2012
002695.SZ,"12,66,58,422.00",09-05-2012
002696.SZ,"17,60,00,000.00",09-05-2012
002697.SZ,"1,36,00,00,000.00",09-05-2012
002698.SZ,"68,17,00,000.00",09-11-2012
002699.SZ,"44,60,00,000.00",09-11-2012
002700.SZ,"42,24,26,880.00",9/21/2012
002701.SZ,"98,13,44,000.00",10-11-2012
002702.SZ,"28,28,00,000.00",10-11-2012
002703.SZ,"31,58,57,855.00",11-02-2012
002705.SZ,"44,20,01,200.00",1/21/2014
002706.SZ,"11,49,94,100.00",1/21/2014
002707.SZ,"41,75,34,990.00",1/23/2014
002708.SZ,"18,59,06,000.00",1/21/2014
002709.SZ,"12,25,48,700.00",1/23/2014
002711.SZ,"33,00,22,000.00",1/27/2014
002712.SZ,"8,79,89,509.00",1/23/2014
002713.SZ,"24,96,80,952.00",2/19/2014
002714.SZ,"48,40,00,000.00",1/28/2014
002715.SZ,"9,20,00,000.00",2/19/2014
002716.SZ,"50,32,90,616.00",1/28/2014
002717.SZ,"32,57,36,000.00",2/19/2014
002718.SZ,"8,25,60,000.00",1/28/2014
002719.SZ,"10,87,22,161.00",1/28/2014
002721.SZ,"64,80,36,000.00",1/27/2014
002722.SZ,"13,41,00,000.00",1/28/2014
002723.SZ,"18,67,00,000.00",1/29/2014
002724.SZ,"40,00,00,000.00",11-04-2014
002725.SZ,"16,00,00,000.00",1/29/2014
002726.SZ,"43,64,80,000.00",6/26/2014
002727.SZ,"26,03,00,000.00",07-02-2014
002728.SZ,"20,00,00,000.00",7/31/2014
002729.SZ,"6,66,80,000.00",09-12-2014
002730.SZ,"14,66,70,000.00",10-09-2014
002731.SZ,"15,06,80,000.00",11-04-2014
002732.SZ,"15,73,50,000.00",12-05-2014
002733.SZ,"30,60,00,000.00",12-03-2014
002734.SZ,"13,00,00,000.00",1/27/2015
002735.SZ,"8,00,00,000.00",12-03-2014
002736.SZ,"8,20,00,00,000.00",12/29/2014
002737.SZ,"29,20,00,000.00",12/30/2014
002738.SZ,"12,46,10,000.00",12/30/2014
002739.SZ,"1,12,00,00,000.00",1/22/2015
002740.SZ,"10,00,00,000.00",1/22/2015
002741.SZ,"12,00,00,000.00",2/16/2015
002742.SZ,"14,40,00,000.00",2/17/2015
002743.SZ,"12,13,40,000.00",2/17/2015
002745.SZ,"44,45,00,000.00",2/17/2015
002746.SZ,"15,93,50,000.00",2/16/2015
002747.SZ,"12,14,66,000.00",3/20/2015
002748.SZ,"12,00,00,000.00",3/19/2015
002749.SZ,"7,50,00,000.00",3/20/2015
002750.SZ,"20,02,50,000.00",3/24/2015
002751.SZ,"14,04,80,000.00",4/24/2015
002752.SZ,"42,00,00,000.00",4/22/2015
002753.SZ,"9,87,00,000.00",5/19/2015
002755.SZ,"10,13,40,000.00",5/15/2015
002756.SZ,"20,00,00,000.00",5/15/2015
002757.SZ,"10,93,40,000.00",5/27/2015
002758.SZ,"5,60,00,000.00",5/27/2015
002759.SZ,"9,60,00,000.00",5/28/2015
002760.SZ,"8,80,00,000.00",06-11-2015
002761.SZ,"12,00,00,000.00",06-10-2015
002762.SZ,"11,90,00,000.00",06-10-2015
002763.SZ,"21,60,00,000.00",06-10-2015
002765.SZ,"20,80,00,000.00",06-12-2015
002766.SZ,"18,30,09,301.00",06-11-2015
002767.SZ,"10,00,00,000.00",06-12-2015
002768.SZ,"8,00,00,000.00",6/30/2015
002769.SZ,"14,80,00,000.00",6/29/2015
002770.SZ,"27,34,00,000.00",6/30/2015
002771.SZ,"8,00,00,000.00",6/29/2015
002772.SZ,"14,89,27,800.00",6/26/2015
002773.SZ,"44,56,00,000.00",6/26/2015
002775.SZ,"12,00,00,000.00",6/29/2015
002776.SZ,"10,48,80,000.00",6/26/2015
300001.SZ,"88,17,60,000.00",10/30/2009
300002.SZ,"1,98,65,13,011.00",10/30/2009
300003.SZ,"81,20,00,000.00",10/30/2009
300004.SZ,"50,92,18,928.00",10/30/2009
300005.SZ,"51,36,78,483.00",10/30/2009
300006.SZ,"20,17,93,757.00",10/30/2009
300007.SZ,"14,65,11,403.00",10/30/2009
300008.SZ,"24,99,71,674.00",10/30/2009
300009.SZ,"37,73,78,781.00",10/30/2009
300010.SZ,"68,45,77,510.00",10/30/2009
300011.SZ,"52,51,76,527.00",10/30/2009
300012.SZ,"38,29,86,446.00",10/30/2009
300013.SZ,"29,77,91,410.00",10/30/2009
300014.SZ,"39,93,80,900.00",10/30/2009
300015.SZ,"98,24,28,900.00",10/30/2009
300016.SZ,"31,11,29,808.00",10/30/2009
300017.SZ,"69,93,77,741.00",10/30/2009
300018.SZ,"19,50,00,000.00",10/30/2009
300019.SZ,"32,64,00,000.00",10/30/2009
300020.SZ,"65,21,86,877.00",10/30/2009
300021.SZ,"27,86,00,000.00",10/30/2009
300022.SZ,"35,74,00,000.00",10/30/2009
300023.SZ,"12,64,42,710.00",10/30/2009
300024.SZ,"65,48,52,000.00",10/30/2009
300025.SZ,"21,42,65,281.00",10/30/2009
300026.SZ,"91,15,32,181.00",10/30/2009
300027.SZ,"1,38,85,51,583.00",10/30/2009
300028.SZ,"34,62,03,000.00",10/30/2009
300029.SZ,"20,00,00,000.00",12/25/2009
300030.SZ,"30,87,95,815.00",12/25/2009
300031.SZ,"30,00,00,000.00",12/25/2009
300032.SZ,"67,59,39,890.00",12/25/2009
300033.SZ,"53,76,00,000.00",12/25/2009
300034.SZ,"32,03,08,996.00",12/25/2009
300035.SZ,"23,38,53,750.00",12/25/2009
300036.SZ,"19,58,95,488.00",12/25/2009
300037.SZ,"18,40,20,884.00",01-08-2010
300038.SZ,"16,06,49,389.00",01-08-2010
300039.SZ,"83,36,84,800.00",01-08-2010
300040.SZ,"27,78,00,000.00",01-08-2010
300041.SZ,"20,03,92,190.00",01-08-2010
300042.SZ,"13,36,00,000.00",01-08-2010
300043.SZ,"1,24,41,98,401.00",1/20/2010
300044.SZ,"22,36,21,000.00",1/20/2010
300045.SZ,"55,51,20,000.00",1/20/2010
300046.SZ,"14,20,80,000.00",1/20/2010
300047.SZ,"32,30,72,900.00",1/20/2010
300048.SZ,"33,81,44,800.00",1/20/2010
300049.SZ,"26,34,57,542.00",1/20/2010
300050.SZ,"24,94,57,233.00",1/20/2010
300051.SZ,"36,07,34,151.00",02-11-2010
300052.SZ,"26,00,00,000.00",02-11-2010
300053.SZ,"23,11,60,240.00",02-11-2010
300054.SZ,"44,19,03,607.00",02-11-2010
300055.SZ,"73,51,84,815.00",2/26/2010
300056.SZ,"16,46,61,445.00",2/26/2010
300057.SZ,"43,96,64,781.00",2/26/2010
300058.SZ,"1,93,11,69,473.00",2/26/2010
300059.SZ,"1,69,95,06,144.00",3/19/2010
300061.SZ,"24,90,36,160.00",3/19/2010
300062.SZ,"15,40,00,000.00",3/19/2010
300063.SZ,"20,10,00,000.00",3/26/2010
300064.SZ,"67,81,20,274.00",3/26/2010
300065.SZ,"21,05,05,940.00",3/26/2010
300066.SZ,"41,60,13,305.00",3/26/2010
300067.SZ,"52,66,59,200.00",4/21/2010
300068.SZ,"60,49,80,000.00",4/21/2010
300069.SZ,"11,70,00,000.00",4/21/2010
300070.SZ,"1,22,94,59,678.00",4/21/2010
300071.SZ,"68,52,94,641.00",4/21/2010
300072.SZ,"77,82,23,450.00",4/27/2010
300073.SZ,"18,30,34,020.00",4/27/2010
300074.SZ,"52,80,00,000.00",4/27/2010
300075.SZ,"38,15,37,860.00",4/27/2010
300076.SZ,"21,20,00,000.00",4/30/2010
300077.SZ,"28,19,60,000.00",4/30/2010
300078.SZ,"16,75,00,000.00",4/30/2010
300079.SZ,"1,37,77,93,862.00",4/30/2010
300080.SZ,"50,28,04,021.00",6/25/2010
300081.SZ,"13,40,00,000.00",5/20/2010
300082.SZ,"67,39,20,000.00",5/20/2010
300083.SZ,"22,82,08,034.00",5/20/2010
300084.SZ,"32,47,65,738.00",5/20/2010
300085.SZ,"52,58,04,438.00",5/26/2010
300086.SZ,"45,00,00,000.00",5/26/2010
300087.SZ,"31,68,00,000.00",5/26/2010
300088.SZ,"1,15,40,14,198.00",5/26/2010
300089.SZ,"15,00,00,000.00",6/25/2010
300090.SZ,"52,94,94,535.00",6/25/2010
300091.SZ,"20,90,00,000.00",6/25/2010
300092.SZ,"22,75,00,000.00",07-08-2010
300093.SZ,"21,60,00,000.00",07-08-2010
300094.SZ,"35,38,07,100.00",07-08-2010
300095.SZ,"30,81,94,800.00",7/28/2010
300096.SZ,"43,00,00,000.00",7/28/2010
300097.SZ,"12,13,52,736.00",7/28/2010
300098.SZ,"29,35,84,320.00",7/28/2010
300099.SZ,"21,45,99,453.00",08-06-2010
300100.SZ,"39,57,75,246.00",08-06-2010
300101.SZ,"55,60,00,000.00",08-06-2010
300102.SZ,"59,00,00,000.00",08-12-2010
300103.SZ,"21,17,34,000.00",08-12-2010
300104.SZ,"1,85,60,15,158.00",08-12-2010
300105.SZ,"51,32,16,000.00",8/20/2010
300106.SZ,"16,38,00,000.00",8/20/2010
300107.SZ,"53,92,93,290.00",8/20/2010
300108.SZ,"42,40,09,783.00",8/25/2010
300109.SZ,"17,04,82,422.00",8/25/2010
300110.SZ,"66,48,70,335.00",8/25/2010
300111.SZ,"1,11,98,00,000.00",8/27/2010
300112.SZ,"24,74,12,250.00",8/27/2010
300113.SZ,"29,18,09,406.00",8/27/2010
300114.SZ,"26,25,60,222.00",8/27/2010
300115.SZ,"55,57,59,036.00",09-02-2010
300116.SZ,"50,02,37,610.00",09-02-2010
300117.SZ,"32,58,00,000.00",09-02-2010
300118.SZ,"67,45,93,924.00",09-02-2010
300119.SZ,"38,91,46,281.00",9/17/2010
300120.SZ,"20,48,16,059.00",9/17/2010
300121.SZ,"28,08,00,000.00",9/17/2010
300122.SZ,"80,00,00,000.00",9/28/2010
300123.SZ,"28,88,97,318.00",9/28/2010
300124.SZ,"79,45,02,484.00",9/28/2010
300125.SZ,"11,80,00,000.00",10/13/2010
300126.SZ,"30,73,08,000.00",10/13/2010
300127.SZ,"32,31,46,360.00",10/13/2010
300128.SZ,"50,01,30,080.00",10/13/2010
300129.SZ,"64,80,00,000.00",10/19/2010
300130.SZ,"22,86,00,000.00",10/19/2010
300131.SZ,"53,47,63,213.00",10/19/2010
300132.SZ,"38,59,20,000.00",10/26/2010
300133.SZ,"98,09,63,337.00",10/26/2010
300134.SZ,"65,28,00,000.00",10/26/2010
300135.SZ,"92,16,00,000.00",10/26/2010
300136.SZ,"59,58,26,899.00",11-05-2010
300137.SZ,"34,43,95,344.00",11-05-2010
300138.SZ,"17,95,70,872.00",11-05-2010
300139.SZ,"27,40,00,000.00",11-12-2010
300140.SZ,"24,40,00,000.00",11-12-2010
300141.SZ,"16,69,66,400.00",11-12-2010
300142.SZ,"46,80,00,000.00",11-12-2010
300143.SZ,"14,74,00,000.00",12-09-2010
300144.SZ,"1,43,09,26,821.00",12-09-2010
300145.SZ,"26,31,15,540.00",12-09-2010
300146.SZ,"72,80,10,940.00",12/15/2010
300147.SZ,"66,14,76,335.00",12/15/2010
300148.SZ,"42,23,51,509.00",12/15/2010
300149.SZ,"42,21,00,000.00",12/22/2010
300150.SZ,"54,00,00,000.00",12/22/2010
300151.SZ,"50,25,00,000.00",12/22/2010
300152.SZ,"23,76,00,000.00",12/29/2010
300153.SZ,"32,00,00,000.00",12/29/2010
300154.SZ,"45,34,60,000.00",12/29/2010
300155.SZ,"54,69,00,006.00",01-07-2011
300156.SZ,"40,40,09,766.00",01-07-2011
300157.SZ,"59,77,02,777.00",01-07-2011
300158.SZ,"28,80,00,000.00",01-07-2011
300159.SZ,"72,16,00,000.00",01-07-2011
300160.SZ,"18,68,00,000.00",1/13/2011
300161.SZ,"16,17,45,000.00",1/13/2011
300162.SZ,"33,50,00,000.00",1/13/2011
300163.SZ,"47,40,00,000.00",1/13/2011
300164.SZ,"40,50,95,117.00",1/13/2011
300165.SZ,"23,08,80,000.00",1/25/2011
300166.SZ,"56,49,57,799.00",1/25/2011
300167.SZ,"30,02,40,000.00",1/25/2011
300168.SZ,"1,00,16,28,242.00",1/25/2011
300169.SZ,"32,59,84,340.00",1/25/2011
300170.SZ,"82,35,98,634.00",02-01-2011
300171.SZ,"63,48,35,660.00",02-01-2011
300172.SZ,"33,80,00,000.00",02-01-2011
300173.SZ,"58,61,80,503.00",02-01-2011
300174.SZ,"13,60,00,000.00",02-01-2011
300175.SZ,"47,08,00,000.00",2/15/2011
300176.SZ,"10,72,80,000.00",2/15/2011
300177.SZ,"43,58,29,161.00",2/15/2011
300178.SZ,"53,82,52,000.00",2/15/2011
300179.SZ,"47,52,00,000.00",2/15/2011
300180.SZ,"39,50,00,000.00",2/22/2011
300181.SZ,"60,86,24,848.00",2/22/2011
300182.SZ,"56,62,33,882.00",2/22/2011
300183.SZ,"45,32,64,857.00",2/22/2011
300184.SZ,"38,40,76,504.00",2/22/2011
300185.SZ,"90,00,00,000.00",03-08-2011
300186.SZ,"53,93,40,000.00",03-08-2011
300187.SZ,"21,30,82,895.00",03-08-2011
300188.SZ,"44,31,63,200.00",3/16/2011
300189.SZ,"1,02,40,00,000.00",3/16/2011
300190.SZ,"34,81,20,888.00",3/16/2011
300191.SZ,"32,00,00,000.00",3/16/2011
300192.SZ,"24,25,50,000.00",3/22/2011
300193.SZ,"23,05,06,300.00",3/22/2011
300194.SZ,"28,19,99,473.00",3/22/2011
300195.SZ,"33,92,99,578.00",3/29/2011
300196.SZ,"19,20,00,000.00",3/29/2011
300197.SZ,"80,75,96,268.00",3/29/2011
300198.SZ,"41,58,76,500.00",04-07-2011
300199.SZ,"89,00,16,362.00",04-07-2011
300200.SZ,"21,36,00,000.00",04-07-2011
300201.SZ,"36,49,25,238.00",04-07-2011
300202.SZ,"54,95,04,000.00",4/15/2011
300203.SZ,"45,37,81,000.00",4/15/2011
300204.SZ,"33,61,68,000.00",4/15/2011
300205.SZ,"43,00,56,000.00",4/21/2011
300206.SZ,"23,40,00,000.00",4/21/2011
300207.SZ,"63,07,75,000.00",4/21/2011
300208.SZ,"76,65,25,000.00",4/26/2011
300209.SZ,"24,49,30,246.00",4/26/2011
300210.SZ,"26,90,11,085.00",4/26/2011
300211.SZ,"15,93,03,144.00",05-05-2011
300212.SZ,"36,97,86,157.00",05-05-2011
300213.SZ,"26,10,15,778.00",05-05-2011
300214.SZ,"40,50,00,000.00",05-11-2011
300215.SZ,"72,00,00,000.00",05-11-2011
300216.SZ,"36,14,34,920.00",05-11-2011
300217.SZ,"39,54,72,000.00",5/18/2011
300218.SZ,"21,69,82,000.00",5/18/2011
300219.SZ,"24,60,13,365.00",5/18/2011
300220.SZ,"12,60,00,000.00",5/25/2011
300221.SZ,"40,32,40,000.00",5/25/2011
300222.SZ,"60,26,92,884.00",5/25/2011
300223.SZ,"16,64,00,000.00",5/31/2011
300224.SZ,"50,50,74,022.00",5/31/2011
300225.SZ,"47,03,40,000.00",5/31/2011
300226.SZ,"15,60,00,000.00",06-08-2011
300227.SZ,"13,92,10,000.00",06-08-2011
300228.SZ,"29,15,35,808.00",06-08-2011
300229.SZ,"46,58,87,046.00",6/15/2011
300230.SZ,"20,47,22,886.00",6/15/2011
300231.SZ,"33,63,13,950.00",6/15/2011
300232.SZ,"20,30,38,143.00",6/22/2011
300233.SZ,"25,32,00,000.00",6/22/2011
300234.SZ,"26,40,00,000.00",6/22/2011
300235.SZ,"15,84,00,000.00",6/29/2011
300236.SZ,"18,40,19,200.00",6/29/2011
300237.SZ,"65,17,17,430.00",6/29/2011
300238.SZ,"24,69,95,000.00",07-06-2011
300239.SZ,"19,75,48,000.00",07-06-2011
300240.SZ,"24,37,06,500.00",07-06-2011
300241.SZ,"22,00,93,500.00",07-12-2011
300242.SZ,"21,78,71,102.00",07-12-2011
300243.SZ,"20,61,56,040.00",07-12-2011
300244.SZ,"26,97,83,950.00",7/19/2011
300245.SZ,"27,27,49,815.00",7/19/2011
300246.SZ,"14,60,88,000.00",7/19/2011
300247.SZ,"25,86,09,591.00",7/29/2011
300248.SZ,"30,20,94,901.00",7/29/2011
300249.SZ,"17,59,72,779.00",08-03-2011
300250.SZ,"9,80,28,942.00",08-03-2011
300251.SZ,"1,46,68,04,216.00",08-03-2011
300252.SZ,"40,85,32,375.00",8/18/2011
300253.SZ,"54,64,94,315.00",8/18/2011
300254.SZ,"17,35,90,000.00",8/19/2011
300255.SZ,"47,10,46,750.00",8/19/2011
300256.SZ,"29,82,98,305.00",8/19/2011
300257.SZ,"85,80,00,000.00",8/19/2011
300258.SZ,"27,00,00,000.00",8/26/2011
300259.SZ,"46,67,48,600.00",8/31/2011
300260.SZ,"10,00,50,000.00",09-06-2011
300261.SZ,"39,24,04,480.00",09-06-2011
300262.SZ,"37,35,20,000.00",9/16/2011
300263.SZ,"44,16,85,652.00",9/16/2011
300264.SZ,"22,95,00,000.00",9/16/2011
300265.SZ,"33,75,00,000.00",9/16/2011
300266.SZ,"41,40,12,247.00",9/27/2011
300267.SZ,"91,19,46,572.00",9/27/2011
300268.SZ,"13,40,00,000.00",9/27/2011
300269.SZ,"50,55,37,595.00",10-12-2011
300270.SZ,"27,28,00,000.00",10-12-2011
300271.SZ,"31,08,06,422.00",10/26/2011
300272.SZ,"33,18,21,360.00",11-02-2011
300273.SZ,"78,78,23,576.00",10/26/2011
300274.SZ,"65,82,78,000.00",11-02-2011
300275.SZ,"16,91,01,000.00",11-02-2011
300276.SZ,"37,44,00,000.00",11/15/2011
300277.SZ,"13,40,00,000.00",11/23/2011
300278.SZ,"54,50,43,412.00",12/16/2011
300279.SZ,"13,31,51,513.00",12/29/2011
300280.SZ,"12,80,00,000.00",12/29/2011
300281.SZ,"24,24,83,991.00",12/29/2011
300282.SZ,"22,93,79,960.00",12/29/2011
300283.SZ,"27,62,40,900.00",01-10-2012
300284.SZ,"55,44,42,420.00",01-10-2012
300285.SZ,"25,44,76,000.00",1/13/2012
300286.SZ,"14,28,47,000.00",1/13/2012
300287.SZ,"1,14,04,14,810.00",02-01-2012
300288.SZ,"33,79,41,402.00",2/16/2012
300289.SZ,"17,01,18,016.00",2/16/2012
300290.SZ,"32,14,29,652.00",2/16/2012
300291.SZ,"70,85,38,681.00",02-09-2012
300292.SZ,"31,89,67,970.00",2/29/2012
300293.SZ,"27,00,00,000.00",03-08-2012
300294.SZ,"22,74,00,000.00",03-08-2012
300295.SZ,"9,60,30,000.00",3/15/2012
300296.SZ,"73,31,21,581.00",3/15/2012
300297.SZ,"48,53,42,517.00",3/15/2012
300298.SZ,"26,10,55,759.00",3/19/2012
300299.SZ,"38,00,02,637.00",3/19/2012
300300.SZ,"38,28,00,000.00",3/19/2012
300301.SZ,"69,03,63,969.00",3/21/2012
300302.SZ,"19,44,00,000.00",3/21/2012
300303.SZ,"62,23,36,000.00",3/19/2012
300304.SZ,"20,00,00,000.00",3/21/2012
300305.SZ,"14,52,55,000.00",3/29/2012
300306.SZ,"24,00,00,000.00",3/29/2012
300307.SZ,"80,20,00,000.00",3/29/2012
300308.SZ,"21,60,10,800.00",04-10-2012
300309.SZ,"43,45,48,000.00",04-10-2012
300310.SZ,"22,88,00,000.00",4/25/2012
300311.SZ,"29,89,58,771.00",4/25/2012
300312.SZ,"16,00,20,000.00",05-08-2012
300313.SZ,"18,69,51,000.00",4/25/2012
300314.SZ,"28,80,00,000.00",05-08-2012
300315.SZ,"2,46,76,06,848.00",05-11-2012
300316.SZ,"88,34,36,400.00",05-11-2012
300317.SZ,"25,57,74,240.00",05-11-2012
300318.SZ,"40,91,05,938.00",5/23/2012
300319.SZ,"21,53,86,609.00",5/23/2012
300320.SZ,"29,33,48,000.00",06-01-2012
300321.SZ,"4,44,00,000.00",5/23/2012
300322.SZ,"40,52,12,400.00",06-08-2012
300323.SZ,"67,50,00,000.00",06-01-2012
300324.SZ,"47,29,97,869.00",06-08-2012
300325.SZ,"32,00,00,000.00",06-01-2012
300326.SZ,"35,21,45,754.00",6/13/2012
300327.SZ,"17,03,68,000.00",6/13/2012
300328.SZ,"22,40,00,000.00",6/19/2012
300329.SZ,"13,39,80,000.00",6/19/2012
300330.SZ,"16,92,27,800.00",6/19/2012
300331.SZ,"18,60,00,000.00",6/28/2012
300332.SZ,"38,71,89,529.00",6/28/2012
300333.SZ,"33,60,00,000.00",6/28/2012
300334.SZ,"26,10,00,000.00",07-05-2012
300335.SZ,"31,65,47,876.00",07-10-2012
300336.SZ,"53,75,48,070.00",07-10-2012
300337.SZ,"37,36,00,000.00",7/18/2012
300338.SZ,"25,20,00,000.00",7/26/2012
300339.SZ,"35,72,80,850.00",7/18/2012
300340.SZ,"10,00,00,000.00",7/26/2012
300341.SZ,"25,62,27,737.00",7/26/2012
300342.SZ,"20,00,00,000.00",7/26/2012
300343.SZ,"12,51,34,417.00",08-01-2012
300344.SZ,"24,12,48,000.00",08-01-2012
300345.SZ,"12,48,00,000.00",08-01-2012
300346.SZ,"16,08,64,000.00",08-07-2012
300347.SZ,"43,05,98,354.00",8/17/2012
300348.SZ,"14,14,45,000.00",8/17/2012
300349.SZ,"18,00,00,000.00",8/17/2012
300350.SZ,"29,64,66,868.00",8/21/2012
300351.SZ,"33,71,94,000.00",9/20/2012
300352.SZ,"26,68,00,000.00",09-12-2012
300353.SZ,"34,24,81,920.00",9/27/2012
300354.SZ,"13,83,70,201.00",9/20/2012
300355.SZ,"44,03,92,272.00",9/27/2012
300356.SZ,"16,12,21,848.00",10-09-2012
300357.SZ,"16,16,00,000.00",1/21/2014
300358.SZ,"26,62,88,782.00",1/21/2014
300359.SZ,"21,38,40,000.00",1/21/2014
300360.SZ,"24,17,85,000.00",1/21/2014
300362.SZ,"10,27,31,579.00",1/21/2014
300363.SZ,"41,89,70,763.00",1/29/2014
300364.SZ,"12,00,00,000.00",1/21/2015
300365.SZ,"17,57,59,000.00",1/23/2014
300366.SZ,"11,43,00,000.00",1/27/2014
300367.SZ,"29,82,57,500.00",1/29/2014
300368.SZ,"24,76,00,000.00",1/23/2014
300369.SZ,"35,79,84,705.00",1/29/2014
300370.SZ,"24,30,78,500.00",1/23/2014
300371.SZ,"12,00,00,000.00",1/23/2014
300372.SZ,"17,15,57,218.00",1/27/2014
300373.SZ,"16,75,30,000.00",1/23/2014
300374.SZ,"19,46,80,000.00",3/19/2015
300375.SZ,"18,59,31,988.00",1/27/2014
300376.SZ,"25,04,60,000.00",1/27/2014
300377.SZ,"11,07,00,000.00",1/27/2014
300378.SZ,"20,07,46,110.00",1/27/2014
300379.SZ,"11,52,20,300.00",1/28/2014
300380.SZ,"13,74,40,000.00",1/28/2014
300381.SZ,"10,25,40,582.00",1/28/2014
300382.SZ,"11,71,21,373.00",1/29/2014
300383.SZ,"54,58,00,000.00",1/29/2014
300384.SZ,"14,93,52,000.00",08-01-2014
300385.SZ,"12,00,00,000.00",6/26/2014
300386.SZ,"20,90,22,000.00",6/26/2014
300387.SZ,"12,19,80,000.00",07-02-2014
300388.SZ,"26,46,79,626.00",08-01-2014
300389.SZ,"16,02,64,000.00",08-01-2014
300390.SZ,"11,69,70,000.00",7/31/2014
300391.SZ,"16,66,75,000.00",08-01-2014
300392.SZ,"38,40,00,000.00",09-10-2014
300393.SZ,"11,94,90,000.00",09-12-2014
300394.SZ,"7,43,40,000.00",2/17/2015
300395.SZ,"13,10,00,000.00",09-10-2014
300396.SZ,"15,33,50,000.00",09-10-2014
300397.SZ,"12,00,00,000.00",09-10-2014
300398.SZ,"10,40,00,000.00",10-09-2014
300399.SZ,"8,00,00,000.00",10-09-2014
300400.SZ,"12,00,00,000.00",10-10-2014
300401.SZ,"18,14,00,000.00",10-09-2014
300402.SZ,"20,20,00,000.00",10-10-2014
300403.SZ,"13,40,00,000.00",10/30/2014
300404.SZ,"6,66,70,000.00",4/24/2015
300405.SZ,"6,80,00,000.00",10/30/2014
300406.SZ,"24,98,37,313.00",10/30/2014
300407.SZ,"13,60,00,000.00",12-03-2014
300408.SZ,"86,38,18,000.00",12-03-2014
300409.SZ,"9,75,00,000.00",12-03-2014
300410.SZ,"6,00,00,000.00",12/31/2014
300411.SZ,"16,00,00,000.00",12/31/2014
300412.SZ,"11,74,80,000.00",12/31/2014
300413.SZ,"40,10,00,000.00",1/21/2015
300414.SZ,"16,85,30,000.00",5/13/2015
300415.SZ,"24,00,00,000.00",1/23/2015
300416.SZ,"6,28,00,000.00",1/22/2015
300417.SZ,"4,08,00,000.00",1/23/2015
300418.SZ,"28,00,00,000.00",1/21/2015
300419.SZ,"4,11,00,000.00",1/22/2015
300420.SZ,"8,00,00,000.00",2/17/2015
300421.SZ,"11,20,00,000.00",2/17/2015
